TRANS DATE,TRANS VAT DESC,ORIGINAL GROSS AMT,ORIGINAL CUR,BILLING GROSS AMT,BILLING CUR CODE,TRANS TAX RATE,TRANS TAX AMT,MERCHANT NAME,CARD NUMBER,TRANS CAC CODE 1,TRANS CAC DESC 1,TRANS CAC CODE 2,TRANS CAC DESC 2,TRANS CAC CODE 3,DIRECTORATE,TRANS_DATE_YM,TRANS_DATE_Y,TRANS_DATE_M,TRANS_DATE_D
2018-10-03,VR,187.08,GBP,187.08,GBP,20.0,31.18,isb group ltd,************1394,L100,Equip Operational,RUE31,PH District Services-North / Tyburn Rd,A00,Local Services,2018-10,2018,10,03
2018-10-09,VR,185.05,GBP,185.05,GBP,20.0,30.84,pype hayes veterinary,************1394,L680,Prof Fees other,RUE71,PH Animal Welfare-Tyburn Road General,A00,Local Services,2018-10,2018,10,09
2018-10-09,VR,204.0,GBP,204.0,GBP,20.0,34.0,24-7 grab hire,************1394,J550,Disinfestation,RUEAB,Pest Control-clear outs,A00,Local Services,2018-10,2018,10,09
2018-10-11,VZ,15.0,EUR,13.55,GBP,0.0,0.0,motorcheck.ie,************1394,L680,Prof Fees other,RUE84,PH Other-Admin. South,A00,Local Services,2018-10,2018,10,11
2018-10-11,VR,17.95,GBP,17.95,GBP,20.0,2.99,paypal batterystat,************1394,L120,Equip Other,RUE31,PH District Services-North / Tyburn Rd,A00,Local Services,2018-10,2018,10,11
2018-10-15,VR,65.94,GBP,65.94,GBP,20.0,10.99,isb group ltd,************1394,L100,Equip Operational,RUE31,PH District Services-North / Tyburn Rd,A00,Local Services,2018-10,2018,10,15
2018-10-18,VR,422.4,GBP,422.4,GBP,20.0,70.4,brownhills glass co. ltd,************1394,J550,Disinfestation,RUEAB,Pest Control-clear outs,A00,Local Services,2018-10,2018,10,18
2018-10-25,VZ,95.0,GBP,95.0,GBP,0.0,0.0,chartered institute of en,************1394,H2T0,Training Other,RUE51,PH District Services-South,A00,Local Services,2018-10,2018,10,25
2018-10-30,VR,290.77,GBP,290.77,GBP,20.0,48.46,isb group ltd,************1394,L100,Equip Operational,RUE23,PH Food safety calthorpe road,A00,Local Services,2018-10,2018,10,30
2018-10-06,VZ,13.71,GBP,13.71,GBP,0.0,0.0,amzn mktp uk amazon.co.uk,************5492,L100,Equip Operational,RLBAD,Kingstanding Leisure Centre,A00,Local Services,2018-10,2018,10,06
2018-10-08,VR,7.0,GBP,7.0,GBP,20.0,1.17,homebase ltd 214,************5492,L100,Equip Operational,RLBAD,Kingstanding Leisure Centre,A00,Local Services,2018-10,2018,10,08
2018-10-08,VR,294.72,GBP,294.72,GBP,20.0,49.12,shop.swimming.org,************5492,L100,Equip Operational,RLBAD,Kingstanding Leisure Centre,A00,Local Services,2018-10,2018,10,08
2018-10-17,VR,32.5,GBP,32.5,GBP,20.0,5.42,www.lifesaversdirect,************5492,L100,Equip Operational,RLBAD,Kingstanding Leisure Centre,A00,Local Services,2018-10,2018,10,17
2018-10-24,VR,11.39,GBP,11.39,GBP,20.0,1.9,toolstation ltd,************5492,L100,Equip Operational,RLBAD,Kingstanding Leisure Centre,A00,Local Services,2018-10,2018,10,24
2018-10-15,VR,90.0,GBP,90.0,GBP,20.0,0.0,leaway s/stn,************9513,K020,Vehicle Fuel,RHD03,Hodge Hill Hsg Mgmt,A00,Local Services,2018-10,2018,10,15
2018-10-03,VR,50.0,GBP,50.0,GBP,20.0,8.33,ksg churchill serv,************7988,K020,Vehicle Fuel,RHHBC,Selly Oak CBHO 2 C'takers,A00,Local Services,2018-10,2018,10,03
2018-10-08,VR,85.0,GBP,85.0,GBP,20.0,14.17,ksg churchill serv,************7988,K020,Vehicle Fuel,RHHBC,Selly Oak CBHO 2 C'takers,A00,Local Services,2018-10,2018,10,08
2018-10-29,VR,90.01,GBP,90.01,GBP,20.0,15.0,ksg churchill serv,************7988,K020,Vehicle Fuel,RHHBC,Selly Oak CBHO 2 C'takers,A00,Local Services,2018-10,2018,10,29
2018-10-21,VZ,99.9,GBP,99.9,GBP,0.0,0.0,amzn mktp ukmt3mi8a44,************0350,L120,Equip Other,RETF6,CLA 2 ESOL - Central,A46,Local Services,2018-10,2018,10,21
2018-10-23,VZ,175.0,GBP,175.0,GBP,0.0,0.0,eb cache level 2 tech,************0350,H2T0,Training Other,RETW2,CLA 5 Hth/Soc - Central,A46,Local Services,2018-10,2018,10,23
2018-10-23,VZ,19.98,GBP,19.98,GBP,0.0,0.0,amzn mktp ukmt61370y4 am,************0350,L120,Equip Other,RETF6,CLA 2 ESOL - Central,A46,Local Services,2018-10,2018,10,23
2018-10-23,VZ,175.0,GBP,175.0,GBP,0.0,0.0,eb cache level 2 tech,************0350,H2T0,Training Other,RETW2,CLA 5 Hth/Soc - Central,A46,Local Services,2018-10,2018,10,23
2018-10-24,VZ,-19.98,GBP,-19.98,GBP,0.0,0.0,amzgameamz,************0350,L120,Equip Other,RETF6,CLA 2 ESOL - Central,A46,Local Services,2018-10,2018,10,24
2018-11-01,VZ,396.92,GBP,396.92,GBP,0.0,0.0,mailchimp   payasyoug,************0350,MA20,Subscriptions,RET1K,Marketing / Brochure,A46,Local Services,2018-11,2018,11,01
2018-10-23,VR,52.34,GBP,52.34,GBP,20.0,8.72,tesco pay at pump 4203,************3773,K020,Vehicle Fuel,RHEE7,Ladywood CBH05 Neigh C'takers,A00,Local Services,2018-10,2018,10,23
2018-10-16,VR,94.0,GBP,94.0,GBP,20.0,15.67,tesco pay at pump 4203,************7289,K020,Vehicle Fuel,RHEE7,Ladywood CBH05 Neigh C'takers,A00,Local Services,2018-10,2018,10,16
2018-10-03,VR,65.01,GBP,65.01,GBP,20.0,10.84,wm morrisons petrol,************3781,K020,Vehicle Fuel,RHEE7,Ladywood CBH05 Neigh C'takers,A00,Local Services,2018-10,2018,10,03
2018-10-30,VR,74.14,GBP,74.14,GBP,20.0,0.0,wm morrisons petrol,************3781,K020,Vehicle Fuel,RHEE7,Ladywood CBH05 Neigh C'takers,A00,Local Services,2018-10,2018,10,30
2018-10-22,VR,98.15,GBP,98.15,GBP,20.0,0.0,tesco pay at pump 4203,************0644,K020,Vehicle Fuel,RHG03,P Barr Hsg Mgmt,A00,Local Services,2018-10,2018,10,22
2018-10-09,VR,91.0,GBP,91.0,GBP,20.0,15.17,premier inn,************5600,H0R0,Conference Fees Subs UK,RUF0F,Illegal Money Lending T Stds Comm Inv.,A00,Local Services,2018-10,2018,10,09
2018-10-10,VR,3.0,GBP,3.0,GBP,20.0,0.5,ncp limited,************5600,H0R0,Conference Fees Subs UK,RUF0F,Illegal Money Lending T Stds Comm Inv.,A00,Local Services,2018-10,2018,10,10
2018-10-11,VZ,3.0,GBP,3.0,GBP,0.0,0.0,land registry,************5600,H0R0,Conference Fees Subs UK,RUF0F,Illegal Money Lending T Stds Comm Inv.,A00,Local Services,2018-10,2018,10,11
2018-10-11,VZ,3.0,GBP,3.0,GBP,0.0,0.0,land registry,************5600,H0R0,Conference Fees Subs UK,RUF0F,Illegal Money Lending T Stds Comm Inv.,A00,Local Services,2018-10,2018,10,11
2018-10-12,VR,42.99,GBP,42.99,GBP,20.0,7.17,currys superstore,************5600,H0R0,Conference Fees Subs UK,RUF0F,Illegal Money Lending T Stds Comm Inv.,A00,Local Services,2018-10,2018,10,12
2018-10-16,VR,3.11,GBP,3.11,GBP,20.0,0.52,parkmobile,************5600,H0R0,Conference Fees Subs UK,RUF0F,Illegal Money Lending T Stds Comm Inv.,A00,Local Services,2018-10,2018,10,16
2018-10-18,VZ,3.0,GBP,3.0,GBP,0.0,0.0,land registry,************5600,H0R0,Conference Fees Subs UK,RUF0F,Illegal Money Lending T Stds Comm Inv.,A00,Local Services,2018-10,2018,10,18
2018-10-18,VZ,3.0,GBP,3.0,GBP,0.0,0.0,land registry,************5600,H0R0,Conference Fees Subs UK,RUF0F,Illegal Money Lending T Stds Comm Inv.,A00,Local Services,2018-10,2018,10,18
2018-10-29,VZ,5.6,GBP,5.6,GBP,0.0,0.0,post office counter,************5600,H0R0,Conference Fees Subs UK,RUF0F,Illegal Money Lending T Stds Comm Inv.,A00,Local Services,2018-10,2018,10,29
2018-10-03,VR,14.5,GBP,14.5,GBP,20.0,2.42,ms simply food,************9256,H0R0,Conference Fees Subs UK,RUF0F,Illegal Money Lending T Stds Comm Inv.,A00,Local Services,2018-10,2018,10,03
2018-10-03,VR,401.2,GBP,401.2,GBP,20.0,66.87,imperial hotel,************9256,H0R0,Conference Fees Subs UK,RUF0F,Illegal Money Lending T Stds Comm Inv.,A00,Local Services,2018-10,2018,10,03
2018-10-05,VR,19.5,GBP,19.5,GBP,20.0,3.25,post office counter,************9256,H0R0,Conference Fees Subs UK,RUF0F,Illegal Money Lending T Stds Comm Inv.,A00,Local Services,2018-10,2018,10,05
2018-10-09,VR,167.0,GBP,167.0,GBP,20.0,27.83,premier inn,************9256,H0R0,Conference Fees Subs UK,RUF0F,Illegal Money Lending T Stds Comm Inv.,A00,Local Services,2018-10,2018,10,09
2018-10-10,VR,10.45,GBP,10.45,GBP,20.0,1.74,mdn welcb/waitrose,************9256,H0R0,Conference Fees Subs UK,RUF0F,Illegal Money Lending T Stds Comm Inv.,A00,Local Services,2018-10,2018,10,10
2018-10-10,VR,-80.0,GBP,-80.0,GBP,20.0,-13.33,premier inn,************9256,M900,Hospitality,RUF0F,Illegal Money Lending T Stds Comm Inv.,A00,Local Services,2018-10,2018,10,10
2018-10-13,VR,239.7,GBP,239.7,GBP,20.0,39.95,holidayinn e middlesbr,************9256,M900,Hospitality,RUF0F,Illegal Money Lending T Stds Comm Inv.,A00,Local Services,2018-10,2018,10,13
2018-10-25,VR,14.99,GBP,14.99,GBP,20.0,2.5,currys s/s,************0282,L120,Equip Other,RU3R5,RC C Perry B. Overhead & Admin,A00,Local Services,2018-10,2018,10,25
2018-10-08,VZ,20.0,GBP,20.0,GBP,0.0,0.0,valley contractors,************9010,L080,Mat'l Raw/Drct,RUA91,Witton Cemetery General,A00,Local Services,2018-10,2018,10,08
2018-10-08,VZ,200.0,GBP,200.0,GBP,0.0,0.0,valley contractors,************9010,L080,Mat'l Raw/Drct,RUA91,Witton Cemetery General,A00,Local Services,2018-10,2018,10,08
2018-10-13,VR,62.3,GBP,62.3,GBP,20.0,10.38,www.staples.co.uk,************9010,L420,Stationery,RUA91,Witton Cemetery General,A00,Local Services,2018-10,2018,10,13
2018-10-08,VR,144.2,GBP,144.2,GBP,20.0,24.03,shell penhale,************3866,K020,Vehicle Fuel,RLC01,Directorate,A00,Local Services,2018-10,2018,10,08
2018-10-15,VR,80.14,GBP,80.14,GBP,20.0,13.36,shell penhale,************3866,K020,Vehicle Fuel,RLC01,Directorate,A00,Local Services,2018-10,2018,10,15
2018-10-24,VR,108.36,GBP,108.36,GBP,20.0,18.06,shell penhale,************3866,K020,Vehicle Fuel,RLC01,Directorate,A00,Local Services,2018-10,2018,10,24
2018-10-30,VR,93.67,GBP,93.67,GBP,20.0,15.61,shell penhale,************3866,K020,Vehicle Fuel,RLC01,Directorate,A00,Local Services,2018-10,2018,10,30
2018-10-22,VZ,9.6,GBP,9.6,GBP,0.0,0.0,wm morrisons store,************5621,L220,Purchases Food,RBL03,Reg of Bth Dth & Mrg,A00,Local Services,2018-10,2018,10,22
2018-10-05,VR,40.06,GBP,40.06,GBP,20.0,6.68,leaway s/stn,************4905,K020,Vehicle Fuel,RUF11,TS-Fair Trading,A00,Local Services,2018-10,2018,10,05
2018-10-09,VR,17.18,GBP,17.18,GBP,20.0,2.86,burger king barrierlin,************4905,L220,Purchases Food,RUF11,TS-Fair Trading,A00,Local Services,2018-10,2018,10,09
2018-10-09,VR,19.6,GBP,19.6,GBP,20.0,3.27,lul ticket machine,************4905,K210,Travel Bus/Rail,RUF11,TS-Fair Trading,A00,Local Services,2018-10,2018,10,09
2018-10-12,VR,10.0,GBP,10.0,GBP,20.0,1.67,leaway s/stn,************4905,K020,Vehicle Fuel,RUF11,TS-Fair Trading,A00,Local Services,2018-10,2018,10,12
2018-10-24,VR,40.02,GBP,40.02,GBP,20.0,6.67,leaway s/stn,************4905,K020,Vehicle Fuel,RUF11,TS-Fair Trading,A00,Local Services,2018-10,2018,10,24
2018-10-24,VR,60.01,GBP,60.01,GBP,20.0,10.0,leaway s/stn,************4905,K020,Vehicle Fuel,RUF11,TS-Fair Trading,A00,Local Services,2018-10,2018,10,24
2018-10-24,VR,50.0,GBP,50.0,GBP,20.0,8.33,leaway s/stn,************4905,K020,Vehicle Fuel,RUF11,TS-Fair Trading,A00,Local Services,2018-10,2018,10,24
2018-10-29,VR,17.19,GBP,17.19,GBP,20.0,2.87,leaway s/stn,************4905,K020,Vehicle Fuel,RUF11,TS-Fair Trading,A00,Local Services,2018-10,2018,10,29
2018-10-31,VR,49.01,GBP,49.01,GBP,20.0,8.17,leaway s/stn,************4905,K020,Vehicle Fuel,RUF11,TS-Fair Trading,A00,Local Services,2018-10,2018,10,31
2018-10-05,VR,98.0,GBP,98.0,GBP,20.0,16.33,tesco pay at pump 4203,************7263,K020,Vehicle Fuel,RHEE7,Ladywood CBH05 Neigh C'takers,A00,Local Services,2018-10,2018,10,05
2018-10-04,VR,3.0,GBP,3.0,GBP,20.0,0.5,euro car parks - huddersf,************3242,K300,Car Parking,RUF0F,Illegal Money Lending T Stds Comm Inv.,A00,Local Services,2018-10,2018,10,04
2018-10-04,VR,78.0,GBP,78.0,GBP,20.0,13.0,hi haydock m6 jct2,************3242,H0R0,Conference Fees Subs UK,RUF0F,Illegal Money Lending T Stds Comm Inv.,A00,Local Services,2018-10,2018,10,04
2018-10-05,VR,4.5,GBP,4.5,GBP,20.0,0.75,greggs,************3242,L220,Purchases Food,RUF0F,Illegal Money Lending T Stds Comm Inv.,A00,Local Services,2018-10,2018,10,05
2018-10-05,VR,125.0,GBP,125.0,GBP,20.0,20.83,holiday inn ex doncast,************3242,H0R0,Conference Fees Subs UK,RUF0F,Illegal Money Lending T Stds Comm Inv.,A00,Local Services,2018-10,2018,10,05
2018-10-08,VR,20.98,GBP,20.98,GBP,20.0,3.5,suk retail ltd,************3242,L420,Stationery,RUF0F,Illegal Money Lending T Stds Comm Inv.,A00,Local Services,2018-10,2018,10,08
2018-10-09,VR,14.5,GBP,14.5,GBP,20.0,2.42,savoy cafe,************3242,L220,Purchases Food,RUF0F,Illegal Money Lending T Stds Comm Inv.,A00,Local Services,2018-10,2018,10,09
2018-10-09,VR,90.24,GBP,90.24,GBP,20.0,15.04,holiday inn luton south,************3242,H0R0,Conference Fees Subs UK,RUF0F,Illegal Money Lending T Stds Comm Inv.,A00,Local Services,2018-10,2018,10,09
2018-10-09,VR,2.8,GBP,2.8,GBP,20.0,0.47,www.parkmobile.com,************3242,K300,Car Parking,RUF0F,Illegal Money Lending T Stds Comm Inv.,A00,Local Services,2018-10,2018,10,09
2018-10-09,VR,339.99,GBP,339.99,GBP,20.0,56.67,halfords 0728,************3242,K600,Transport Misc,RUF0F,Illegal Money Lending T Stds Comm Inv.,A00,Local Services,2018-10,2018,10,09
2018-10-09,VR,130.94,GBP,130.94,GBP,20.0,21.82,holiday inn express,************3242,H0R0,Conference Fees Subs UK,RUF0F,Illegal Money Lending T Stds Comm Inv.,A00,Local Services,2018-10,2018,10,09
2018-10-19,VR,71.66,GBP,71.66,GBP,20.0,11.94,sainsburys s/mkts,************8577,K020,Vehicle Fuel,RHE03,RHE03Ladywood Hsg Mgmt,A00,Local Services,2018-10,2018,10,19
2018-10-03,VR,12.15,GBP,12.15,GBP,20.0,2.03,ok diner,************9264,H0R0,Conference Fees Subs UK,RUF0F,Illegal Money Lending T Stds Comm Inv.,A00,Local Services,2018-10,2018,10,03
2018-10-03,VR,269.65,GBP,269.65,GBP,20.0,44.94,imperial hotel,************9264,H0R0,Conference Fees Subs UK,RUF0F,Illegal Money Lending T Stds Comm Inv.,A00,Local Services,2018-10,2018,10,03
2018-10-03,VR,1.79,GBP,1.79,GBP,20.0,0.3,mcdonalds,************9264,H0R0,Conference Fees Subs UK,RUF0F,Illegal Money Lending T Stds Comm Inv.,A00,Local Services,2018-10,2018,10,03
2018-10-31,VR,54.71,GBP,54.71,GBP,20.0,9.12,knavesmire,************9264,H0R0,Conference Fees Subs UK,RUF0F,Illegal Money Lending T Stds Comm Inv.,A00,Local Services,2018-10,2018,10,31
2018-10-03,VR,200.0,GBP,200.0,GBP,20.0,33.33,imperial hotel,************7544,M900,Hospitality,RUF0F,Illegal Money Lending T Stds Comm Inv.,A00,Local Services,2018-10,2018,10,03
2018-10-09,VR,4.0,GBP,4.0,GBP,20.0,0.67,premier inn,************7544,M900,Hospitality,RUF0F,Illegal Money Lending T Stds Comm Inv.,A00,Local Services,2018-10,2018,10,09
2018-10-09,VR,167.0,GBP,167.0,GBP,20.0,27.83,premier inn,************7544,M900,Hospitality,RUF0F,Illegal Money Lending T Stds Comm Inv.,A00,Local Services,2018-10,2018,10,09
2018-10-09,VR,167.0,GBP,167.0,GBP,20.0,27.83,premier inn,************7544,M900,Hospitality,RUF0F,Illegal Money Lending T Stds Comm Inv.,A00,Local Services,2018-10,2018,10,09
2018-10-10,VR,-80.0,GBP,-80.0,GBP,20.0,-13.33,premier inn,************7544,M900,Hospitality,RUF0F,Illegal Money Lending T Stds Comm Inv.,A00,Local Services,2018-10,2018,10,10
2018-10-10,VR,-80.0,GBP,-80.0,GBP,20.0,-13.33,premier inn,************7544,M900,Hospitality,RUF0F,Illegal Money Lending T Stds Comm Inv.,A00,Local Services,2018-10,2018,10,10
2018-10-08,VR,60.0,GBP,60.0,GBP,20.0,10.0,ricardo-aea ltd,************5391,L680,Prof Fees other,RUE0C,EPU-Noise Monitoring  tyburn rd,A00,Local Services,2018-10,2018,10,08
2018-10-11,VR,18.0,GBP,18.0,GBP,20.0,3.0,plusnet plc 0845,************5391,L080,Mat'l Raw/Drct,RUE0C,EPU-Noise Monitoring  tyburn rd,A00,Local Services,2018-10,2018,10,11
2018-10-09,VZ,2422.6,GBP,2422.6,GBP,0.0,367.02,travelodge gb0000,************6308,J0D0,HR&M NRC Contingency,TCP04,No Recourse to Public Funds,A00,Local Services,2018-10,2018,10,09
2018-10-10,VR,-2293.35,GBP,-2293.35,GBP,20.0,-382.23,travelodge gb0000,************6308,J0D0,HR&M NRC Contingency,TCP04,No Recourse to Public Funds,A00,Local Services,2018-10,2018,10,10
2018-10-04,VR,2.11,GBP,2.11,GBP,20.0,0.35,post office counter,************2669,H0R0,Conference Fees Subs UK,RUF0F,Illegal Money Lending T Stds Comm Inv.,A00,Local Services,2018-10,2018,10,04
2018-10-09,VR,167.0,GBP,167.0,GBP,20.0,27.83,premier inn,************2669,H0R0,Conference Fees Subs UK,RUF0F,Illegal Money Lending T Stds Comm Inv.,A00,Local Services,2018-10,2018,10,09
2018-10-10,VR,-80.0,GBP,-80.0,GBP,20.0,-13.33,premier inn,************2669,H0R0,Conference Fees Subs UK,RUF0F,Illegal Money Lending T Stds Comm Inv.,A00,Local Services,2018-10,2018,10,10
2018-10-04,VR,24.78,GBP,24.78,GBP,20.0,4.13,shard end glass,************3195,J030,Bldg RM Departmental,RLBMC,Technical Unit,A00,Local Services,2018-10,2018,10,04
2018-10-06,VR,89.16,GBP,89.16,GBP,20.0,14.86,sainsburys petrol,************3195,K020,Vehicle Fuel,RLBMC,Technical Unit,A00,Local Services,2018-10,2018,10,06
2018-10-09,VR,42.0,GBP,42.0,GBP,20.0,7.0,shard end glass,************3195,J030,Bldg RM Departmental,RLBMC,Technical Unit,A00,Local Services,2018-10,2018,10,09
2018-10-10,VR,15.1,GBP,15.1,GBP,20.0,2.52,doorfit products,************3195,J030,Bldg RM Departmental,RLBMC,Technical Unit,A00,Local Services,2018-10,2018,10,10
2018-10-11,VR,46.16,GBP,46.16,GBP,20.0,7.69,doorfit products,************3195,J030,Bldg RM Departmental,RLBMC,Technical Unit,A00,Local Services,2018-10,2018,10,11
2018-10-12,VR,26.66,GBP,26.66,GBP,20.0,4.44,doorfit products,************3195,J030,Bldg RM Departmental,RLBMC,Technical Unit,A00,Local Services,2018-10,2018,10,12
2018-10-11,VR,29.62,GBP,29.62,GBP,20.0,4.94,nutters fastenings,************3195,L100,Equip Operational,RLBMC,Technical Unit,A00,Local Services,2018-10,2018,10,11
2018-10-16,VR,33.04,GBP,33.04,GBP,20.0,5.51,screwfix aston,************3195,J030,Bldg RM Departmental,RLBMC,Technical Unit,A00,Local Services,2018-10,2018,10,16
2018-10-17,VR,51.72,GBP,51.72,GBP,20.0,8.62,selco trading ctr,************3195,J030,Bldg RM Departmental,RLBMC,Technical Unit,A00,Local Services,2018-10,2018,10,17
2018-10-19,VR,67.48,GBP,67.48,GBP,20.0,11.25,selco trading ctr,************3195,J030,Bldg RM Departmental,RLBMC,Technical Unit,A00,Local Services,2018-10,2018,10,19
2018-10-23,VR,28.76,GBP,28.76,GBP,20.0,4.79,selco trading ctr,************3195,J030,Bldg RM Departmental,RLBMC,Technical Unit,A00,Local Services,2018-10,2018,10,23
2018-10-23,VR,92.25,GBP,92.25,GBP,20.0,15.38,sainsburys petrol,************3195,K020,Vehicle Fuel,RLBMC,Technical Unit,A00,Local Services,2018-10,2018,10,23
2018-10-23,VR,71.82,GBP,71.82,GBP,20.0,11.97,toolstation ltd,************3195,L100,Equip Operational,RLBMC,Technical Unit,A00,Local Services,2018-10,2018,10,23
2018-10-24,VR,15.0,GBP,15.0,GBP,20.0,2.5,great barr sawmills ltd,************3195,J030,Bldg RM Departmental,RLBMC,Technical Unit,A00,Local Services,2018-10,2018,10,24
2018-10-24,VR,102.13,GBP,102.13,GBP,20.0,17.02,great barr sawmills ltd,************3195,J030,Bldg RM Departmental,RLBMC,Technical Unit,A00,Local Services,2018-10,2018,10,24
2018-10-25,VR,22.93,GBP,22.93,GBP,20.0,3.82,great barr sawmills ltd,************3195,J030,Bldg RM Departmental,RLBMC,Technical Unit,A00,Local Services,2018-10,2018,10,25
2018-10-25,VR,56.99,GBP,56.99,GBP,20.0,9.5,doorfit products,************3195,J030,Bldg RM Departmental,RLBMC,Technical Unit,A00,Local Services,2018-10,2018,10,25
2018-10-31,VR,25.0,GBP,25.0,GBP,20.0,4.17,bodyguard workwear lim,************3195,L300,Clothing&Uniforms,RLBMC,Technical Unit,A00,Local Services,2018-10,2018,10,31
2018-10-31,VR,18.0,GBP,18.0,GBP,20.0,3.0,great barr sawmills ltd,************3195,J030,Bldg RM Departmental,RLBMC,Technical Unit,A00,Local Services,2018-10,2018,10,31
2018-11-01,VR,116.12,GBP,116.12,GBP,20.0,19.35,doorfit products,************3195,J030,Bldg RM Departmental,RLBMC,Technical Unit,A00,Local Services,2018-11,2018,11,01
2018-10-08,VR,10.0,GBP,10.0,GBP,20.0,1.67,timpson ltd,************7346,L100,Equip Operational,RC801,Council House,A00,Local Services,2018-10,2018,10,08
2018-10-08,VR,24.08,GBP,24.08,GBP,20.0,4.01,argos ltd,************7346,L100,Equip Operational,RC801,Council House,A00,Local Services,2018-10,2018,10,08
2018-10-08,VR,126.0,GBP,126.0,GBP,20.0,21.0,mcl,************7346,L100,Equip Operational,RC801,Council House,A00,Local Services,2018-10,2018,10,08
2018-10-11,VR,45.03,GBP,45.03,GBP,20.0,7.51,hm birmingham,************7346,L300,Clothing&Uniforms,RC801,Council House,A00,Local Services,2018-10,2018,10,11
2018-10-11,VR,9.5,GBP,9.5,GBP,20.0,1.58,primark stores ltd,************7346,L300,Clothing&Uniforms,RC801,Council House,A00,Local Services,2018-10,2018,10,11
2018-10-15,VR,40.0,GBP,40.0,GBP,20.0,6.67,timpson ltd,************7346,L100,Equip Operational,A3A07,Highbury Catering,A00,Local Services,2018-10,2018,10,15
2018-10-17,VZ,14.64,GBP,14.64,GBP,0.0,0.0,amzn mktp ukmt6gp6lh4,************7346,L030,Books,RC801,Council House,A00,Local Services,2018-10,2018,10,17
2018-10-17,VZ,23.99,GBP,23.99,GBP,0.0,0.0,amazon.co.ukmt7fk2l34 am,************7346,L100,Equip Operational,RC801,Council House,A00,Local Services,2018-10,2018,10,17
2018-10-20,VR,47.49,GBP,47.49,GBP,20.0,7.92,homebase ltd 630,************7346,J030,Bldg RM Departmental,RC801,Council House,A00,Local Services,2018-10,2018,10,20
2018-10-24,VR,129.0,GBP,129.0,GBP,20.0,21.5,starttraffic.uk,************7346,L100,Equip Operational,RC801,Council House,A00,Local Services,2018-10,2018,10,24
2018-10-24,VR,20.5,GBP,20.5,GBP,20.0,3.42,www.asos.com,************7346,L300,Clothing&Uniforms,RC801,Council House,A00,Local Services,2018-10,2018,10,24
2018-10-25,VR,6.25,GBP,6.25,GBP,20.0,1.04,4423,************7346,L220,Purchases Food,RC801,Council House,A00,Local Services,2018-10,2018,10,25
2018-10-26,VR,392.33,GBP,392.33,GBP,20.0,65.39,classic fine foods,************7346,L220,Purchases Food,RC801,Council House,A00,Local Services,2018-10,2018,10,26
2018-10-26,VR,203.35,GBP,203.35,GBP,20.0,33.89,classic fine foods,************7346,L220,Purchases Food,RC801,Council House,A00,Local Services,2018-10,2018,10,26
2018-10-30,VR,16.5,GBP,16.5,GBP,20.0,2.75,primark stores ltd,************7346,L300,Clothing&Uniforms,RC801,Council House,A00,Local Services,2018-10,2018,10,30
2018-10-03,VR,99.0,GBP,99.0,GBP,20.0,0.0,tesco pay at pump 4203,************2363,K020,Vehicle Fuel,RHEE7,Ladywood CBH05 Neigh C'takers,A00,Local Services,2018-10,2018,10,03
2018-10-03,VR,6.0,GBP,6.0,GBP,20.0,0.0,tesco pfs 4203,************2363,K020,Vehicle Fuel,RHEE7,Ladywood CBH05 Neigh C'takers,A00,Local Services,2018-10,2018,10,03
2018-10-26,VR,91.48,GBP,91.48,GBP,20.0,15.25,tesco pay at pump 4203,************2363,K020,Vehicle Fuel,RHEE7,Ladywood CBH05 Neigh C'takers,A00,Local Services,2018-10,2018,10,26
2018-10-24,VR,21.0,GBP,21.0,GBP,20.0,0.0,shell washwood,************0695,K020,Vehicle Fuel,RHD03,Hodge Hill Hsg Mgmt,A00,Local Services,2018-10,2018,10,24
2018-10-10,VR,85.65,GBP,85.65,GBP,20.0,0.0,sainsburys petrol,************8271,K020,Vehicle Fuel,RHD03,Hodge Hill Hsg Mgmt,A00,Local Services,2018-10,2018,10,10
2018-10-31,VR,89.89,GBP,89.89,GBP,20.0,0.0,sainsburys petrol,************8271,K020,Vehicle Fuel,RHD03,Hodge Hill Hsg Mgmt,A00,Local Services,2018-10,2018,10,31
2018-10-11,VR,50.0,GBP,50.0,GBP,20.0,8.33,longbridge,************2194,K020,Vehicle Fuel,RHFD7,Northfield CBH04 Neigh C'taker,A00,Local Services,2018-10,2018,10,11
2018-10-16,VR,50.0,GBP,50.0,GBP,20.0,8.33,longbridge,************2194,K020,Vehicle Fuel,RHFD7,Northfield CBH04 Neigh C'taker,A00,Local Services,2018-10,2018,10,16
2018-10-23,VR,50.0,GBP,50.0,GBP,20.0,8.33,longbridge,************2194,K020,Vehicle Fuel,RHFD7,Northfield CBH04 Neigh C'taker,A00,Local Services,2018-10,2018,10,23
2018-10-25,VR,50.0,GBP,50.0,GBP,20.0,8.33,longbridge,************2194,K020,Vehicle Fuel,RHFD7,Northfield CBH04 Neigh C'taker,A00,Local Services,2018-10,2018,10,25
2018-10-28,VR,50.01,GBP,50.01,GBP,20.0,8.34,longbridge,************2194,K020,Vehicle Fuel,RHFD7,Northfield CBH04 Neigh C'taker,A00,Local Services,2018-10,2018,10,28
2018-10-14,VR,37.88,GBP,37.88,GBP,20.0,6.31,wm morrisons store,************8973,L220,Purchases Food,RJHH1,Homeless Ctre-Lydia Rogrs Hs,A00,Local Services,2018-10,2018,10,14
